Entity,Code,Date,"Daily new estimated infections of COVID-19 (YYG, mean)","Daily new estimated infections of COVID-19 (YYG, lower)","Daily new estimated infections of COVID-19 (YYG, upper)","Daily new confirmed cases due to COVID-19 (rolling 7-day average, right-aligned)"
Afghanistan,AFG,2020-02-26,,,,0.33333
Afghanistan,AFG,2020-02-27,,,,0.25
Afghanistan,AFG,2020-02-28,,,,0.2
Afghanistan,AFG,2020-02-29,,,,0.16667
Afghanistan,AFG,2020-03-01,,,,0.14286
Afghanistan,AFG,2020-03-02,,,,0
Afghanistan,AFG,2020-03-03,,,,0.14286
Afghanistan,AFG,2020-03-04,,,,0.42857
Afghanistan,AFG,2020-03-05,,,,0.42857
Afghanistan,AFG,2020-03-06,,,,0.42857
Afghanistan,AFG,2020-03-07,,,,0.42857
Afghanistan,AFG,2020-03-08,,,,0.57143
Afghanistan,AFG,2020-03-09,,,,0.85714
Afghanistan,AFG,2020-03-10,,,,0.85714
Afghanistan,AFG,2020-03-11,,,,1
Afghanistan,AFG,2020-03-12,,,,1.14286
Afghanistan,AFG,2020-03-13,,,,1.28571
Afghanistan,AFG,2020-03-14,,,,1.57143
Afghanistan,AFG,2020-03-15,,,,1.57143
Afghanistan,AFG,2020-03-16,,,,1.57143
Afghanistan,AFG,2020-03-17,,,,1.71429
Afghanistan,AFG,2020-03-18,,,,1.85714
Afghanistan,AFG,2020-03-19,,,,1.85714
Afghanistan,AFG,2020-03-20,,,,2.28571
Afghanistan,AFG,2020-03-21,,,,2.14286
Afghanistan,AFG,2020-03-22,,,,2.57143
Afghanistan,AFG,2020-03-23,,,,3.28571
Afghanistan,AFG,2020-03-24,,,,3.28571
Afghanistan,AFG,2020-03-25,,,,7.42857
Afghanistan,AFG,2020-03-26,,,,7.85714
Afghanistan,AFG,2020-03-27,,,,8.85714
Afghanistan,AFG,2020-03-28,,,,11
Afghanistan,AFG,2020-03-29,,,,12
Afghanistan,AFG,2020-03-30,,,,15
Afghanistan,AFG,2020-03-31,,,,18.85714
Afghanistan,AFG,2020-04-01,,,,17.28571
Afghanistan,AFG,2020-04-02,,,,22.85714
Afghanistan,AFG,2020-04-03,,,,26.28571
Afghanistan,AFG,2020-04-04,,,,27.57143
Afghanistan,AFG,2020-04-05,,,,31.42857
Afghanistan,AFG,2020-04-06,,,,31.71429
Afghanistan,AFG,2020-04-07,,,,35.57143
Afghanistan,AFG,2020-04-08,,,,35.42857
Afghanistan,AFG,2020-04-09,,,,35
Afghanistan,AFG,2020-04-10,,,,36.71429
Afghanistan,AFG,2020-04-11,,,,36.57143
Afghanistan,AFG,2020-04-12,,,,38.57143
Afghanistan,AFG,2020-04-13,,,,42.57143
Afghanistan,AFG,2020-04-14,,,,41.57143
Afghanistan,AFG,2020-04-15,,,,48.57143
Afghanistan,AFG,2020-04-16,,,,50.85714
Afghanistan,AFG,2020-04-17,,,,53.57143
Afghanistan,AFG,2020-04-18,,,,54
Afghanistan,AFG,2020-04-19,,,,55.57143
Afghanistan,AFG,2020-04-20,,,,51.57143
Afghanistan,AFG,2020-04-21,,,,54
Afghanistan,AFG,2020-04-22,,,,56
Afghanistan,AFG,2020-04-23,,,,56.42857
Afghanistan,AFG,2020-04-24,,,,60.57143
Afghanistan,AFG,2020-04-25,,,,75.71429
Afghanistan,AFG,2020-04-26,,,,76.42857
Afghanistan,AFG,2020-04-27,,,,96.71429
Afghanistan,AFG,2020-04-28,,,,105.28571
Afghanistan,AFG,2020-04-29,,,,109
Afghanistan,AFG,2020-04-30,,,,127.28571
Afghanistan,AFG,2020-05-01,,,,137.14286
Afghanistan,AFG,2020-05-02,,,,143.71429
Afghanistan,AFG,2020-05-03,,,,167.57143
Afghanistan,AFG,2020-05-04,,,,170.14286
Afghanistan,AFG,2020-05-05,,,,199.28571
Afghanistan,AFG,2020-05-06,,,,207.57143
Afghanistan,AFG,2020-05-07,,,,205.28571
Afghanistan,AFG,2020-05-08,,,,212.85714
Afghanistan,AFG,2020-05-09,,,,224.57143
Afghanistan,AFG,2020-05-10,,,,242.57143
Afghanistan,AFG,2020-05-11,,,,256
Afghanistan,AFG,2020-05-12,,,,249
Afghanistan,AFG,2020-05-13,,,,262
Afghanistan,AFG,2020-05-14,,,,296.57143
Afghanistan,AFG,2020-05-15,,,,324.71429
Afghanistan,AFG,2020-05-16,,,,337.28571
Afghanistan,AFG,2020-05-17,,,,323.14286
Afghanistan,AFG,2020-05-18,,,,340.85714
Afghanistan,AFG,2020-05-19,,,,383.71429
Afghanistan,AFG,2020-05-20,,,,417
Afghanistan,AFG,2020-05-21,,,,433.85714
Afghanistan,AFG,2020-05-22,,,,452.14286
Afghanistan,AFG,2020-05-23,,,,514
Afghanistan,AFG,2020-05-24,,,,560
Afghanistan,AFG,2020-05-25,,,,586.14286
Afghanistan,AFG,2020-05-26,,,,597.14286
Afghanistan,AFG,2020-05-27,,,,616.14286
Afghanistan,AFG,2020-05-28,,,,623.14286
Afghanistan,AFG,2020-05-29,,,,634.71429
Afghanistan,AFG,2020-05-30,,,,646.71429
Afghanistan,AFG,2020-05-31,,,,660.42857
Afghanistan,AFG,2020-06-01,,,,653.85714
Afghanistan,AFG,2020-06-02,,,,668.28571
Afghanistan,AFG,2020-06-03,,,,687.28571
Afghanistan,AFG,2020-06-04,,,,716.85714
Afghanistan,AFG,2020-06-05,,,,758.57143
Afghanistan,AFG,2020-06-06,,,,718
Afghanistan,AFG,2020-06-07,,,,733.85714
Afghanistan,AFG,2020-06-08,,,,738.14286
Afghanistan,AFG,2020-06-09,,,,707.14286
Afghanistan,AFG,2020-06-10,,,,696.57143
Afghanistan,AFG,2020-06-11,,,,691
Afghanistan,AFG,2020-06-12,,,,654
Afghanistan,AFG,2020-06-13,,,,650.28571
Afghanistan,AFG,2020-06-14,,,,632.14286
Afghanistan,AFG,2020-06-15,,,,658.71429
Afghanistan,AFG,2020-06-16,,,,693.14286
Afghanistan,AFG,2020-06-17,,,,676
Afghanistan,AFG,2020-06-18,,,,663.14286
Afghanistan,AFG,2020-06-19,,,,618.85714
Afghanistan,AFG,2020-06-20,,,,617.42857
Afghanistan,AFG,2020-06-21,,,,581
Afghanistan,AFG,2020-06-22,,,,516.57143
Afghanistan,AFG,2020-06-23,,,,451
Afghanistan,AFG,2020-06-24,,,,403.85714
Afghanistan,AFG,2020-06-25,,,,375.57143
Afghanistan,AFG,2020-06-26,,,,365.57143
Afghanistan,AFG,2020-06-27,,,,311.14286
Afghanistan,AFG,2020-06-28,,,,302.85714
Afghanistan,AFG,2020-06-29,,,,297.28571
Afghanistan,AFG,2020-06-30,,,,290.85714
Afghanistan,AFG,2020-07-01,,,,303
Afghanistan,AFG,2020-07-02,,,,263.85714
Afghanistan,AFG,2020-07-03,,,,267.57143
Afghanistan,AFG,2020-07-04,,,,293.71429
Afghanistan,AFG,2020-07-05,,,,283.42857
Afghanistan,AFG,2020-07-06,,,,278.85714
Afghanistan,AFG,2020-07-07,,,,266.71429
Afghanistan,AFG,2020-07-08,,,,251.14286
Afghanistan,AFG,2020-07-09,,,,269.42857
Afghanistan,AFG,2020-07-10,,,,267.14286
Afghanistan,AFG,2020-07-11,,,,242
Afghanistan,AFG,2020-07-12,,,,214.28571
Afghanistan,AFG,2020-07-13,,,,202.14286
Afghanistan,AFG,2020-07-14,,,,193.71429
Afghanistan,AFG,2020-07-15,,,,200
Afghanistan,AFG,2020-07-16,,,,166
Afghanistan,AFG,2020-07-17,,,,147.85714
Afghanistan,AFG,2020-07-18,,,,131.85714
Afghanistan,AFG,2020-07-19,,,,144.57143
Afghanistan,AFG,2020-07-20,,,,128.28571
Afghanistan,AFG,2020-07-21,,,,125
Afghanistan,AFG,2020-07-22,,,,104.71429
Afghanistan,AFG,2020-07-23,,,,122.57143
Afghanistan,AFG,2020-07-24,,,,108.42857
Afghanistan,AFG,2020-07-25,,,,106.71429
Afghanistan,AFG,2020-07-26,,,,99.14286
Afghanistan,AFG,2020-07-27,,,,108.57143
Afghanistan,AFG,2020-07-28,,,,107.57143
Afghanistan,AFG,2020-07-29,,,,106.57143
Afghanistan,AFG,2020-07-30,,,,87.71429
Afghanistan,AFG,2020-07-31,,,,98.14286
Afghanistan,AFG,2020-08-01,,,,96.28571
Afghanistan,AFG,2020-08-02,,,,79.14286
Afghanistan,AFG,2020-08-03,,,,69.14286
Afghanistan,AFG,2020-08-04,,,,59.28571
Afghanistan,AFG,2020-08-05,,,,51
Afghanistan,AFG,2020-08-06,,,,56.57143
Afghanistan,AFG,2020-08-07,,,,48.71429
Afghanistan,AFG,2020-08-08,,,,49.42857
Afghanistan,AFG,2020-08-09,,,,54.57143
Afghanistan,AFG,2020-08-10,,,,59.42857
Afghanistan,AFG,2020-08-11,,,,69.57143
Afghanistan,AFG,2020-08-12,,,,73.71429
Afghanistan,AFG,2020-08-13,,,,70.57143
Afghanistan,AFG,2020-08-14,,,,70.14286
Afghanistan,AFG,2020-08-15,,,,70.85714
Afghanistan,AFG,2020-08-16,,,,72.42857
Afghanistan,AFG,2020-08-17,,,,73.42857
Afghanistan,AFG,2020-08-18,,,,64.28571
Afghanistan,AFG,2020-08-19,,,,59.14286
Afghanistan,AFG,2020-08-20,,,,61.42857
Afghanistan,AFG,2020-08-21,,,,55.42857
Afghanistan,AFG,2020-08-22,,,,57.42857
Afghanistan,AFG,2020-08-23,,,,57.14286
Afghanistan,AFG,2020-08-24,,,,54
Afghanistan,AFG,2020-08-25,,,,50.14286
Afghanistan,AFG,2020-08-26,,,,50.42857
Afghanistan,AFG,2020-08-27,,,,38.14286
Afghanistan,AFG,2020-08-28,,,,35
Afghanistan,AFG,2020-08-29,,,,27
Afghanistan,AFG,2020-08-30,,,,23.57143
Afghanistan,AFG,2020-08-31,,,,16.28571
Afghanistan,AFG,2020-09-01,,,,18.85714
Afghanistan,AFG,2020-09-02,,,,20
Afghanistan,AFG,2020-09-03,,,,24.14286
Afghanistan,AFG,2020-09-04,,,,24.85714
Afghanistan,AFG,2020-09-05,,,,27.28571
Afghanistan,AFG,2020-09-06,,,,34.71429
Afghanistan,AFG,2020-09-07,,,,47.85714
Afghanistan,AFG,2020-09-08,,,,46.71429
Afghanistan,AFG,2020-09-09,,,,43
Afghanistan,AFG,2020-09-10,,,,40.57143
Afghanistan,AFG,2020-09-11,,,,43.14286
Afghanistan,AFG,2020-09-12,,,,45.28571
Afghanistan,AFG,2020-09-13,,,,45.42857
Afghanistan,AFG,2020-09-14,,,,39.71429
Afghanistan,AFG,2020-09-15,,,,42.14286
Afghanistan,AFG,2020-09-16,,,,44.42857
Afghanistan,AFG,2020-09-17,,,,42.85714
Afghanistan,AFG,2020-09-18,,,,41.57143
Afghanistan,AFG,2020-09-19,,,,39.71429
Afghanistan,AFG,2020-09-20,,,,46.85714
Afghanistan,AFG,2020-09-21,,,,43.14286
Afghanistan,AFG,2020-09-22,,,,40.14286
Afghanistan,AFG,2020-09-23,,,,41.42857
Afghanistan,AFG,2020-09-24,,,,42.57143
Afghanistan,AFG,2020-09-25,,,,41.28571
Afghanistan,AFG,2020-09-26,,,,39
Afghanistan,AFG,2020-09-27,,,,26.14286
Afghanistan,AFG,2020-09-28,,,,23.57143
Afghanistan,AFG,2020-09-29,,,,22.57143
Afghanistan,AFG,2020-09-30,,,,17.57143
Afghanistan,AFG,2020-10-01,,,,16.42857
Afghanistan,AFG,2020-10-02,,,,14.85714
Afghanistan,AFG,2020-10-03,,,,15
Afghanistan,AFG,2020-10-04,,,,16.28571
Afghanistan,AFG,2020-10-05,,,,26.14286
Afghanistan,AFG,2020-10-06,,,,33.14286
Afghanistan,AFG,2020-10-07,,,,40
Afghanistan,AFG,2020-10-08,,,,47.28571
Afghanistan,AFG,2020-10-09,,,,57.57143
Afghanistan,AFG,2020-10-10,,,,58
Afghanistan,AFG,2020-10-11,,,,65.42857
Afghanistan,AFG,2020-10-12,,,,64
Afghanistan,AFG,2020-10-13,,,,63.14286
Afghanistan,AFG,2020-10-14,,,,63.71429
Afghanistan,AFG,2020-10-15,,,,58.57143
Afghanistan,AFG,2020-10-16,,,,56.42857
Afghanistan,AFG,2020-10-17,,,,62.57143
Afghanistan,AFG,2020-10-18,,,,57.28571
Afghanistan,AFG,2020-10-19,,,,59.57143
Afghanistan,AFG,2020-10-20,,,,63
Afghanistan,AFG,2020-10-21,,,,73.71429
Afghanistan,AFG,2020-10-22,,,,85.71429
Afghanistan,AFG,2020-10-23,,,,85.57143
Afghanistan,AFG,2020-10-24,,,,89.57143
Afghanistan,AFG,2020-10-25,,,,90.42857
Afghanistan,AFG,2020-10-26,,,,92.85714
Afghanistan,AFG,2020-10-27,,,,94.71429
Afghanistan,AFG,2020-10-28,,,,90.71429
Afghanistan,AFG,2020-10-29,,,,91.71429
Afghanistan,AFG,2020-10-30,,,,92.42857
Afghanistan,AFG,2020-10-31,,,,93.85714
Afghanistan,AFG,2020-11-01,,,,95.42857
Afghanistan,AFG,2020-11-02,,,,99.42857
Afghanistan,AFG,2020-11-03,,,,99.42857
Afghanistan,AFG,2020-11-04,,,,95.57143
Afghanistan,AFG,2020-11-05,,,,95.28571
Afghanistan,AFG,2020-11-06,,,,91.57143
Afghanistan,AFG,2020-11-07,,,,86.85714
Afghanistan,AFG,2020-11-08,,,,94
Afghanistan,AFG,2020-11-09,,,,94.85714
Afghanistan,AFG,2020-11-10,,,,105
Afghanistan,AFG,2020-11-11,,,,113.57143
Afghanistan,AFG,2020-11-12,,,,122.85714
Afghanistan,AFG,2020-11-13,,,,142
Afghanistan,AFG,2020-11-14,,,,143.14286
Afghanistan,AFG,2020-11-15,,,,154.42857
Afghanistan,AFG,2020-11-16,,,,167.28571
Afghanistan,AFG,2020-11-17,,,,174
Afghanistan,AFG,2020-11-18,,,,187.85714
Afghanistan,AFG,2020-11-19,,,,197.42857
Afghanistan,AFG,2020-11-20,,,,199.14286
Afghanistan,AFG,2020-11-21,,,,209.71429
Afghanistan,AFG,2020-11-22,,,,209.42857
Afghanistan,AFG,2020-11-23,,,,217.14286
Afghanistan,AFG,2020-11-24,,,,213.28571
Afghanistan,AFG,2020-11-25,,,,208.57143
Afghanistan,AFG,2020-11-26,,,,203.28571
Afghanistan,AFG,2020-11-27,,,,194.28571
Afghanistan,AFG,2020-11-28,,,,191.57143
Afghanistan,AFG,2020-11-29,,,,201.42857
Afghanistan,AFG,2020-11-30,,,,183.71429
Afghanistan,AFG,2020-12-01,,,,191.71429
Afghanistan,AFG,2020-12-02,,,,190.57143
Afghanistan,AFG,2020-12-03,,,,176.71429
Afghanistan,AFG,2020-12-04,,,,159.14286
Afghanistan,AFG,2020-12-05,,,,175.42857
Afghanistan,AFG,2020-12-06,,,,170
Afghanistan,AFG,2020-12-07,,,,177.42857
Afghanistan,AFG,2020-12-08,,,,171.42857
Afghanistan,AFG,2020-12-09,,,,161.85714
Afghanistan,AFG,2020-12-10,,,,173.71429
Afghanistan,AFG,2020-12-11,,,,182.71429
Afghanistan,AFG,2020-12-12,,,,165.28571
Afghanistan,AFG,2020-12-13,,,,174.42857
Afghanistan,AFG,2020-12-14,,,,171.71429
Afghanistan,AFG,2020-12-15,,,,176.57143
Afghanistan,AFG,2020-12-16,,,,187.14286
Afghanistan,AFG,2020-12-17,,,,189.28571
Afghanistan,AFG,2020-12-18,,,,215
Afghanistan,AFG,2020-12-19,,,,207.42857
Afghanistan,AFG,2020-12-20,,,,184.28571
Afghanistan,AFG,2020-12-21,,,,185
Afghanistan,AFG,2020-12-22,,,,176.85714
Afghanistan,AFG,2020-12-23,,,,181.71429
Afghanistan,AFG,2020-12-24,,,,182.42857
Afghanistan,AFG,2020-12-25,,,,169.85714
Afghanistan,AFG,2020-12-26,,,,172.14286
Afghanistan,AFG,2020-12-27,,,,174.57143
Afghanistan,AFG,2020-12-28,,,,181
Afghanistan,AFG,2020-12-29,,,,165.71429
Afghanistan,AFG,2020-12-30,,,,138.85714
Afghanistan,AFG,2020-12-31,,,,124.42857
Afghanistan,AFG,2021-01-01,,,,102.28571
Afghanistan,AFG,2021-01-02,,,,91.42857
Afghanistan,AFG,2021-01-03,,,,69.57143
Afghanistan,AFG,2021-01-04,,,,247.28571
Afghanistan,AFG,2021-01-05,,,,250.71429
Afghanistan,AFG,2021-01-06,,,,242.85714
Afghanistan,AFG,2021-01-07,,,,240.14286
Afghanistan,AFG,2021-01-08,,,,258
Afghanistan,AFG,2021-01-09,,,,267.71429
Afghanistan,AFG,2021-01-10,,,,280.42857
Afghanistan,AFG,2021-01-11,,,,75.28571
Afghanistan,AFG,2021-01-12,,,,68.42857
Afghanistan,AFG,2021-01-13,,,,68.42857
Afghanistan,AFG,2021-01-14,,,,81.14286
Afghanistan,AFG,2021-01-15,,,,71.28571
Afghanistan,AFG,2021-01-16,,,,76.85714
Afghanistan,AFG,2021-01-17,,,,70.71429
Afghanistan,AFG,2021-01-18,,,,74.85714
Afghanistan,AFG,2021-01-19,,,,79.57143
Afghanistan,AFG,2021-01-20,,,,99.14286
Afghanistan,AFG,2021-01-21,,,,89.71429
Afghanistan,AFG,2021-01-22,,,,93.14286
Afghanistan,AFG,2021-01-23,,,,88.71429
Afghanistan,AFG,2021-01-24,,,,87.28571
Afghanistan,AFG,2021-01-25,,,,87.14286
Afghanistan,AFG,2021-01-26,,,,87
Afghanistan,AFG,2021-01-27,,,,82.28571
Afghanistan,AFG,2021-01-28,,,,69.71429
Afghanistan,AFG,2021-01-29,,,,65.14286
Afghanistan,AFG,2021-01-30,,,,64.14286
Afghanistan,AFG,2021-01-31,,,,61.14286
Afghanistan,AFG,2021-02-01,,,,55.28571
Afghanistan,AFG,2021-02-02,,,,53
Afghanistan,AFG,2021-02-03,,,,45.71429
Afghanistan,AFG,2021-02-04,,,,48.57143
Afghanistan,AFG,2021-02-05,,,,46.57143
Afghanistan,AFG,2021-02-06,,,,46
Afghanistan,AFG,2021-02-07,,,,44.57143
Afghanistan,AFG,2021-02-08,,,,42.85714
Afghanistan,AFG,2021-02-09,,,,37.57143
Afghanistan,AFG,2021-02-10,,,,32.57143
Afghanistan,AFG,2021-02-11,,,,27
Afghanistan,AFG,2021-02-12,,,,25.71429
Afghanistan,AFG,2021-02-13,,,,20.42857
Afghanistan,AFG,2021-02-14,,,,22.42857
Afghanistan,AFG,2021-02-15,,,,22.14286
Afghanistan,AFG,2021-02-16,,,,19.14286
Afghanistan,AFG,2021-02-17,,,,19.71429
Afghanistan,AFG,2021-02-18,,,,19.57143
Afghanistan,AFG,2021-02-19,,,,18.57143
Afghanistan,AFG,2021-02-20,,,,15.28571
Afghanistan,AFG,2021-02-21,,,,16
Afghanistan,AFG,2021-02-22,,,,14.71429
Afghanistan,AFG,2021-02-23,,,,18.28571
Afghanistan,AFG,2021-02-24,,,,17.71429
Afghanistan,AFG,2021-02-25,,,,17.57143
Afghanistan,AFG,2021-02-26,,,,17.28571
Afghanistan,AFG,2021-02-27,,,,18.14286
Afghanistan,AFG,2021-02-28,,,,15.71429
Afghanistan,AFG,2021-03-01,,,,16.57143
Africa,,2020-02-15,,,,0.33333
Africa,,2020-02-16,,,,0.25
Africa,,2020-02-17,,,,0.2
Africa,,2020-02-18,,,,0.16667
Africa,,2020-02-19,,,,0.14286
Africa,,2020-02-20,,,,0.14286
Africa,,2020-02-21,,,,0
Africa,,2020-02-22,,,,0
Africa,,2020-02-23,,,,0
Africa,,2020-02-24,,,,0
Africa,,2020-02-25,,,,0.14286
Africa,,2020-02-26,,,,0.14286
Africa,,2020-02-27,,,,0.14286
Africa,,2020-02-28,,,,0.28571
Africa,,2020-02-29,,,,0.28571
Africa,,2020-03-01,,,,0.42857
Africa,,2020-03-02,,,,1
Africa,,2020-03-03,,,,1.28571
Africa,,2020-03-04,,,,2.71429
Africa,,2020-03-05,,,,3.14286
Africa,,2020-03-06,,,,5.71429
Africa,,2020-03-07,,,,5.71429
Africa,,2020-03-08,,,,11.28571
Africa,,2020-03-09,,,,11.85714
Africa,,2020-03-10,,,,13.28571
Africa,,2020-03-11,,,,13.85714
Africa,,2020-03-12,,,,15.71429
Africa,,2020-03-13,,,,19
Africa,,2020-03-14,,,,30.14286
Africa,,2020-03-15,,,,32.85714
Africa,,2020-03-16,,,,44.14286
Africa,,2020-03-17,,,,54.28571
Africa,,2020-03-18,,,,68.85714
Africa,,2020-03-19,,,,92.28571
Africa,,2020-03-20,,,,113.14286
Africa,,2020-03-21,,,,131.14286
Africa,,2020-03-22,,,,160.57143
Africa,,2020-03-23,,,,202.57143
Africa,,2020-03-24,,,,252.28571
Africa,,2020-03-25,,,,310.42857
Africa,,2020-03-26,,,,363.71429
Africa,,2020-03-27,,,,416.71429
Africa,,2020-03-28,,,,436.14286
Africa,,2020-03-29,,,,478.28571
Africa,,2020-03-30,,,,482.57143
Africa,,2020-03-31,,,,504.42857
Africa,,2020-04-01,,,,515.28571
Africa,,2020-04-02,,,,529.28571
Africa,,2020-04-03,,,,575.42857
Africa,,2020-04-04,,,,623.85714
Africa,,2020-04-05,,,,644.71429
Africa,,2020-04-06,,,,686.14286
Africa,,2020-04-07,,,,693
Africa,,2020-04-08,,,,722.28571
Africa,,2020-04-09,,,,745.28571
Africa,,2020-04-10,,,,714
Africa,,2020-04-11,,,,719.28571
Africa,,2020-04-12,,,,741.85714
Africa,,2020-04-13,,,,752.28571
Africa,,2020-04-14,,,,800.42857
Africa,,2020-04-15,,,,822.28571
Africa,,2020-04-16,,,,873.14286
Africa,,2020-04-17,,,,979.28571
Africa,,2020-04-18,,,,1063.57143
Africa,,2020-04-19,,,,1112.85714
Africa,,2020-04-20,,,,1167.71429
Africa,,2020-04-21,,,,1182
Africa,,2020-04-22,,,,1245.57143
Africa,,2020-04-23,,,,1284.14286
Africa,,2020-04-24,,,,1328.85714
Africa,,2020-04-25,,,,1318.14286
Africa,,2020-04-26,,,,1364.57143
Africa,,2020-04-27,,,,1389.71429
Africa,,2020-04-28,,,,1469.28571
Africa,,2020-04-29,,,,1556.57143
Africa,,2020-04-30,,,,1629.14286
Africa,,2020-05-01,,,,1630.14286
Africa,,2020-05-02,,,,1772.57143
Africa,,2020-05-03,,,,1781.14286
Africa,,2020-05-04,,,,1970.28571
Africa,,2020-05-05,,,,2029
Africa,,2020-05-06,,,,2105.14286
Africa,,2020-05-07,,,,2182.85714
Africa,,2020-05-08,,,,2454
Africa,,2020-05-09,,,,2542.85714
Africa,,2020-05-10,,,,2683.57143
Africa,,2020-05-11,,,,2741.85714
Africa,,2020-05-12,,,,2902.14286
Africa,,2020-05-13,,,,2954.85714
Africa,,2020-05-14,,,,3044.71429
Africa,,2020-05-15,,,,2945.28571
Africa,,2020-05-16,,,,2967.14286
Africa,,2020-05-17,,,,3072
Africa,,2020-05-18,,,,3158
Africa,,2020-05-19,,,,3136.85714
Africa,,2020-05-20,,,,3262.14286
Africa,,2020-05-21,,,,3486.85714
Africa,,2020-05-22,,,,3622.14286
Africa,,2020-05-23,,,,3744.85714
Africa,,2020-05-24,,,,3861
Africa,,2020-05-25,,,,3925
Africa,,2020-05-26,,,,4025
Africa,,2020-05-27,,,,4208.85714
Africa,,2020-05-28,,,,4241.28571
Africa,,2020-05-29,,,,4508.85714
Africa,,2020-05-30,,,,4831.42857
Africa,,2020-05-31,,,,4991.71429
Africa,,2020-06-01,,,,5230.14286
Africa,,2020-06-02,,,,5397.71429
Africa,,2020-06-03,,,,5398.85714
Africa,,2020-06-04,,,,5711.28571
Africa,,2020-06-05,,,,5918.14286
Africa,,2020-06-06,,,,5986
Africa,,2020-06-07,,,,6141.57143
Africa,,2020-06-08,,,,6264.85714
Africa,,2020-06-09,,,,6491.57143
Africa,,2020-06-10,,,,6700
Africa,,2020-06-11,,,,6742.28571
Africa,,2020-06-12,,,,6868.14286
Africa,,2020-06-13,,,,7083.28571
Africa,,2020-06-14,,,,7430.42857
Africa,,2020-06-15,,,,7855.14286
Africa,,2020-06-16,,,,8018.14286
Africa,,2020-06-17,,,,8330.42857
Africa,,2020-06-18,,,,8452.14286
Africa,,2020-06-19,,,,8702
Africa,,2020-06-20,,,,9163.28571
Africa,,2020-06-21,,,,9259.71429
Africa,,2020-06-22,,,,9169.42857
Africa,,2020-06-23,,,,9374.85714
Africa,,2020-06-24,,,,9750
Africa,,2020-06-25,,,,10278
Africa,,2020-06-26,,,,10528.14286
Africa,,2020-06-27,,,,10664.42857
Africa,,2020-06-28,,,,10836.57143
Africa,,2020-06-29,,,,11130.71429
Africa,,2020-06-30,,,,11497.14286
Africa,,2020-07-01,,,,11764.14286
Africa,,2020-07-02,,,,12084.57143
Africa,,2020-07-03,,,,12596.28571
Africa,,2020-07-04,,,,13056.71429
Africa,,2020-07-05,,,,13484.28571
Africa,,2020-07-06,,,,13865.57143
Africa,,2020-07-07,,,,14702.42857
Africa,,2020-07-08,,,,14916.57143
Africa,,2020-07-09,,,,15633.57143
Africa,,2020-07-10,,,,15993.71429
Africa,,2020-07-11,,,,16466.28571
Africa,,2020-07-12,,,,16902.57143
Africa,,2020-07-13,,,,17238.85714
Africa,,2020-07-14,,,,16804.71429
Africa,,2020-07-15,,,,17279.71429
Africa,,2020-07-16,,,,17455.28571
Africa,,2020-07-17,,,,17721
Africa,,2020-07-18,,,,17749.57143
Africa,,2020-07-19,,,,18015.28571
Africa,,2020-07-20,,,,17937.28571
Africa,,2020-07-21,,,,17855.71429
Africa,,2020-07-22,,,,18079
Africa,,2020-07-23,,,,17797
Africa,,2020-07-24,,,,18164.28571
Africa,,2020-07-25,,,,18040.85714
Africa,,2020-07-26,,,,18006.71429
Africa,,2020-07-27,,,,17707.14286
Africa,,2020-07-28,,,,17655
Africa,,2020-07-29,,,,17373.28571
Africa,,2020-07-30,,,,17221.85714
Africa,,2020-07-31,,,,16778.14286
Africa,,2020-08-01,,,,16602.28571
Africa,,2020-08-02,,,,15807.14286
Africa,,2020-08-03,,,,15439.28571
Africa,,2020-08-04,,,,14927.28571
Africa,,2020-08-05,,,,14603.28571
Africa,,2020-08-06,,,,14163.42857
Africa,,2020-08-07,,,,13375.85714
Africa,,2020-08-08,,,,12988.42857
Africa,,2020-08-09,,,,12932.28571
Africa,,2020-08-10,,,,12686.42857
Africa,,2020-08-11,,,,12396.14286
Africa,,2020-08-12,,,,11522.42857
Africa,,2020-08-13,,,,10960.28571
Africa,,2020-08-14,,,,10825
Africa,,2020-08-15,,,,10483.14286
Africa,,2020-08-16,,,,10139.85714
Africa,,2020-08-17,,,,10102.71429
Africa,,2020-08-18,,,,10210.42857
Africa,,2020-08-19,,,,10444.28571
Africa,,2020-08-20,,,,10475.14286
Africa,,2020-08-21,,,,10150.42857
Africa,,2020-08-22,,,,9953
Africa,,2020-08-23,,,,9824.42857
Africa,,2020-08-24,,,,9630.71429
Africa,,2020-08-25,,,,9474.42857
Africa,,2020-08-26,,,,9183
Africa,,2020-08-27,,,,8889.57143
Africa,,2020-08-28,,,,8580.57143
Africa,,2020-08-29,,,,8285.85714
Africa,,2020-08-30,,,,8200.71429
Africa,,2020-08-31,,,,8099.14286
Africa,,2020-09-01,,,,8044
Africa,,2020-09-02,,,,8023.85714
Africa,,2020-09-03,,,,7908.42857
Africa,,2020-09-04,,,,7975.42857
Africa,,2020-09-05,,,,7835.71429
Africa,,2020-09-06,,,,7745.14286
Africa,,2020-09-07,,,,7755.28571
Africa,,2020-09-08,,,,7829.85714
Africa,,2020-09-09,,,,7770
Africa,,2020-09-10,,,,7813.28571
Africa,,2020-09-11,,,,7829.57143
Africa,,2020-09-12,,,,7832.14286
Africa,,2020-09-13,,,,7678.57143
Africa,,2020-09-14,,,,7622.42857
Africa,,2020-09-15,,,,7463.42857
Africa,,2020-09-16,,,,7322.71429
Africa,,2020-09-17,,,,7402
Africa,,2020-09-18,,,,7326.14286
