Entity,Code,Date,"Daily new estimated infections of COVID-19 (LSHTM, median)","Daily new estimated infections of COVID-19 (LSHTM, lower)","Daily new estimated infections of COVID-19 (LSHTM, upper)","Daily new confirmed cases due to COVID-19 (rolling 7-day average, right-aligned)"
Afghanistan,AFG,2020-02-26,,,,0.33333
Afghanistan,AFG,2020-02-27,,,,0.25
Afghanistan,AFG,2020-02-28,,,,0.2
Afghanistan,AFG,2020-02-29,,,,0.16667
Afghanistan,AFG,2020-03-01,,,,0.14286
Afghanistan,AFG,2020-03-02,,,,0
Afghanistan,AFG,2020-03-03,,,,0.14286
Afghanistan,AFG,2020-03-04,,,,0.42857
Afghanistan,AFG,2020-03-05,,,,0.42857
Afghanistan,AFG,2020-03-06,,,,0.42857
Afghanistan,AFG,2020-03-07,,,,0.42857
Afghanistan,AFG,2020-03-08,,,,0.57143
Afghanistan,AFG,2020-03-09,,,,0.85714
Afghanistan,AFG,2020-03-10,,,,0.85714
Afghanistan,AFG,2020-03-11,,,,1
Afghanistan,AFG,2020-03-12,,,,1.14286
Afghanistan,AFG,2020-03-13,,,,1.28571
Afghanistan,AFG,2020-03-14,,,,1.57143
Afghanistan,AFG,2020-03-15,,,,1.57143
Afghanistan,AFG,2020-03-16,,,,1.57143
Afghanistan,AFG,2020-03-17,,,,1.71429
Afghanistan,AFG,2020-03-18,,,,1.85714
Afghanistan,AFG,2020-03-19,,,,1.85714
Afghanistan,AFG,2020-03-20,,,,2.28571
Afghanistan,AFG,2020-03-21,,,,2.14286
Afghanistan,AFG,2020-03-22,,,,2.57143
Afghanistan,AFG,2020-03-23,,,,3.28571
Afghanistan,AFG,2020-03-24,,,,3.28571
Afghanistan,AFG,2020-03-25,,,,7.42857
Afghanistan,AFG,2020-03-26,68.9920554190085,25.6130450965727,186.796195238378,7.85714
Afghanistan,AFG,2020-03-27,69.80116591761,26.0272794756425,186.225519204464,8.85714
Afghanistan,AFG,2020-03-28,89.176932025364,33.4216027286723,233.701425868846,11
Afghanistan,AFG,2020-03-29,110.163728294147,41.4656386769385,284.102678439867,12
Afghanistan,AFG,2020-03-30,108.333175792121,41.1352932904245,274.436578914613,15
Afghanistan,AFG,2020-03-31,137.632212590392,52.6552867767763,342.290191061821,18.85714
Afghanistan,AFG,2020-04-01,169.735217288433,65.6010551021844,414.78904659966,17.28571
Afghanistan,AFG,2020-04-02,160.575813316141,62.7325357742537,386.220693691557,22.85714
Afghanistan,AFG,2020-04-03,219.721051448064,86.8555597183237,518.436915185511,26.28571
Afghanistan,AFG,2020-04-04,197.427988457495,78.8429405348476,458.35435169306,27.57143
Afghanistan,AFG,2020-04-05,223.976199358201,90.519058586888,513.025056648541,31.42857
Afghanistan,AFG,2020-04-06,251.056008122458,102.612083132177,567.377843708732,31.71429
Afghanistan,AFG,2020-04-07,263.632149585617,108.903348817017,589.147527611944,35.57143
Afghanistan,AFG,2020-04-08,267.279007668863,111.634522757908,591.38237433351,35.42857
Afghanistan,AFG,2020-04-09,302.885880448242,127.8754786075,664.639305922935,35
Afghanistan,AFG,2020-04-10,321.079719913049,136.943202296975,699.813409897294,36.71429
Afghanistan,AFG,2020-04-11,361.742739119142,155.554854920544,783.459946608754,36.57143
Afghanistan,AFG,2020-04-12,352.67779670741,152.485037589432,760.945079788893,38.57143
Afghanistan,AFG,2020-04-13,371.967082411668,162.350743870936,798.378333798967,42.57143
Afghanistan,AFG,2020-04-14,385.659775726425,168.916535409665,825.455831688234,41.57143
Afghanistan,AFG,2020-04-15,396.325122905023,173.362788371791,845.456400381467,48.57143
Afghanistan,AFG,2020-04-16,399.673766463029,175.183656259677,850.866926547595,50.85714
Afghanistan,AFG,2020-04-17,332.04772338569,145.659607968879,706.16811945304,53.57143
Afghanistan,AFG,2020-04-18,335.165680896132,147.401165261238,711.118012916688,54
Afghanistan,AFG,2020-04-19,352.12681671402,155.169576856532,746.64855269538,55.57143
Afghanistan,AFG,2020-04-20,373.684889013616,165.072743015629,791.574432003611,51.57143
Afghanistan,AFG,2020-04-21,338.229788801877,149.6925098268,715.304381102978,54
Afghanistan,AFG,2020-04-22,335.755602948673,148.94998547691,708.909554698759,56
Afghanistan,AFG,2020-04-23,334.471593016546,148.910885493159,704.286927264582,56.42857
Afghanistan,AFG,2020-04-24,399.010572294949,178.160837653549,838.03592159189,60.57143
Afghanistan,AFG,2020-04-25,398.053913537386,178.585391180709,833.701381120865,75.71429
Afghanistan,AFG,2020-04-26,419.240621219583,188.66835040438,874.721937604969,76.42857
Afghanistan,AFG,2020-04-27,388.194483130598,175.336753414177,806.4479266232,96.71429
Afghanistan,AFG,2020-04-28,468.624709742616,213.031065485896,969.473206136581,105.28571
Afghanistan,AFG,2020-04-29,492.983608798187,225.182932888689,1015.48453928671,109
Afghanistan,AFG,2020-04-30,499.141913366203,228.98674659998,1024.32535570349,127.28571
Afghanistan,AFG,2020-05-01,553.879055004555,255.187938805901,1131.01380058898,137.14286
Afghanistan,AFG,2020-05-02,590.951553459816,273.257195512032,1200.45330749125,143.71429
Afghanistan,AFG,2020-05-03,583.850420006399,270.964048856785,1183.36592733167,167.57143
Afghanistan,AFG,2020-05-04,658.890699971908,307.234317587722,1329.71465791138,170.14286
Afghanistan,AFG,2020-05-05,648.56179237267,303.688242792304,1303.29993286011,199.28571
Afghanistan,AFG,2020-05-06,738.764094154827,347.283056176661,1478.96408733272,207.57143
Afghanistan,AFG,2020-05-07,742.380650809911,350.195223721613,1480.22051937661,205.28571
Afghanistan,AFG,2020-05-08,697.9926819959,330.63120537703,1386.22754784504,212.85714
Afghanistan,AFG,2020-05-09,706.561909829168,335.66073750077,1398.45586776025,224.57143
Afghanistan,AFG,2020-05-10,749.246208746234,357.045269485676,1478.45726111483,242.57143
Afghanistan,AFG,2020-05-11,797.38168566243,380.87235270445,1569.71418679147,256
Afghanistan,AFG,2020-05-12,826.978687070133,395.806777373477,1624.3672414608,249
Afghanistan,AFG,2020-05-13,791.110822549945,379.275242626814,1549.7487688079,262
Afghanistan,AFG,2020-05-14,820.737077956451,394.031092562699,1603.8769654144,296.57143
Afghanistan,AFG,2020-05-15,785.137578504459,377.589253275824,1530.89354082004,324.71429
Afghanistan,AFG,2020-05-16,1148.13707115471,552.895112849726,2235.93099084181,337.28571
Afghanistan,AFG,2020-05-17,1027.88708008917,495.980051311498,1998.27411646022,323.14286
Afghanistan,AFG,2020-05-18,975.082057040215,471.469230928142,1892.37252194935,340.85714
Afghanistan,AFG,2020-05-19,1023.34390621667,495.623048120462,1983.45847945075,383.71429
Afghanistan,AFG,2020-05-20,1149.32079163544,557.261524929616,2226.51225757635,417
Afghanistan,AFG,2020-05-21,1247.93286411136,605.623375218027,2414.78739421193,433.85714
Afghanistan,AFG,2020-05-22,1428.10402465399,693.318203623616,2762.15431542499,452.14286
Afghanistan,AFG,2020-05-23,1207.83815135558,586.758110374666,2333.25966985937,514
Afghanistan,AFG,2020-05-24,1551.06831717472,753.276309371118,2997.24338338905,560
Afghanistan,AFG,2020-05-25,1701.6263738926,826.400050465515,3290.35996806961,586.14286
Afghanistan,AFG,2020-05-26,1797.04485155054,871.744067996112,3477.47895777819,597.14286
Afghanistan,AFG,2020-05-27,1851.0144595065,897.002120538901,3585.01223162809,616.14286
Afghanistan,AFG,2020-05-28,1935.17123832053,937.383156384798,3751.64819854613,623.14286
Afghanistan,AFG,2020-05-29,1987.38562378729,961.057601101241,3857.58677041476,634.71429
Afghanistan,AFG,2020-05-30,2061.14008186124,995.493321091698,4006.41725507534,646.71429
Afghanistan,AFG,2020-05-31,2142.32322376969,1032.52573034625,4168.81673169802,660.42857
Afghanistan,AFG,2020-06-01,2237.04018175335,1076.58748115847,4356.24015446735,653.85714
Afghanistan,AFG,2020-06-02,2270.16172901441,1090.85406209447,4424.61158900465,668.28571
Afghanistan,AFG,2020-06-03,2384.11964385762,1143.99810282447,4648.41929929918,687.28571
Afghanistan,AFG,2020-06-04,2525.60827429342,1209.82486171748,4924.87276863716,716.85714
Afghanistan,AFG,2020-06-05,2720.13746667678,1303.32388708009,5307.57952306273,758.57143
Afghanistan,AFG,2020-06-06,2979.44457414455,1427.37663402826,5807.23364292427,718
Afghanistan,AFG,2020-06-07,2925.93923504106,1401.45945374758,5703.06332676032,733.85714
Afghanistan,AFG,2020-06-08,3109.78088869844,1489.14748904243,6059.64902509455,738.14286
Afghanistan,AFG,2020-06-09,3259.49264119944,1560.55870587742,6346.47313085223,707.14286
Afghanistan,AFG,2020-06-10,3260.18245738889,1560.69836394527,6343.29063546795,696.57143
Afghanistan,AFG,2020-06-11,3358.62557832157,1609.0025597802,6531.20047381471,691
Afghanistan,AFG,2020-06-12,3488.72594646966,1672.72522032539,6779.48824426552,654
Afghanistan,AFG,2020-06-13,3462.0428074175,1660.61101948395,6723.29178225787,650.28571
Afghanistan,AFG,2020-06-14,3612.18348942675,1733.737784155,7011.69745574701,632.14286
Afghanistan,AFG,2020-06-15,3686.10391343213,1769.36825829367,7150.93556726545,658.71429
Afghanistan,AFG,2020-06-16,4032.25226070473,1937.02075100409,7821.37989381277,693.14286
Afghanistan,AFG,2020-06-17,4452.42040879523,2140.18724336629,8632.70346631903,676
Afghanistan,AFG,2020-06-18,4552.72976445951,2189.32229307668,8829.0585725634,663.14286
Afghanistan,AFG,2020-06-19,4677.63202332029,2250.27151899255,9071.42216549605,618.85714
Afghanistan,AFG,2020-06-20,4563.22734595564,2198.23060167778,8843.96816805979,617.42857
Afghanistan,AFG,2020-06-21,4749.10897185723,2287.82462695325,9211.47571974379,581
Afghanistan,AFG,2020-06-22,4650.00787177832,2242.14679350327,9015.80511981069,516.57143
Afghanistan,AFG,2020-06-23,4289.54206011615,2067.98868729403,8323.75786163286,451
Afghanistan,AFG,2020-06-24,3890.37422911357,1875.42409206579,7550.60474160144,403.85714
Afghanistan,AFG,2020-06-25,3592.23229475615,1729.36513657009,6978.49219582376,375.57143
Afghanistan,AFG,2020-06-26,3431.4080782557,1648.12818295311,6664.51005766462,365.57143
Afghanistan,AFG,2020-06-27,3416.66685106196,1640.33990402617,6638.64894015692,311.14286
Afghanistan,AFG,2020-06-28,2965.11854516389,1424.79126458175,5762.53979699826,302.85714
Afghanistan,AFG,2020-06-29,2928.55367901255,1407.00143997618,5695.37626225672,297.28571
Afghanistan,AFG,2020-06-30,2904.78903060376,1396.21841533768,5652.20380960677,290.85714
Afghanistan,AFG,2020-07-01,2840.60111215368,1368.19771112537,5530.32553005638,303
Afghanistan,AFG,2020-07-02,2965.84499893085,1427.09696126487,5788.5778873782,263.85714
Afghanistan,AFG,2020-07-03,2578.60941568351,1238.72081742244,5042.16801995587,267.57143
Afghanistan,AFG,2020-07-04,2601.28217038462,1247.55078577794,5095.86196087725,293.71429
Afghanistan,AFG,2020-07-05,2830.92357035228,1354.68191601411,5553.87735277001,283.42857
Afghanistan,AFG,2020-07-06,2699.89072146897,1288.91493139503,5305.20694442619,278.85714
Afghanistan,AFG,2020-07-07,2878.1147836528,1370.76169238334,5668.6825070985,266.71429
Afghanistan,AFG,2020-07-08,2738.48859663561,1301.52735461945,5399.53774778513,251.14286
Afghanistan,AFG,2020-07-09,2350.15816029829,1114.40769409971,4644.41689608385,269.42857
Afghanistan,AFG,2020-07-10,2388.80834294715,1130.46367943217,4725.35178484181,267.14286
Afghanistan,AFG,2020-07-11,2529.15677832428,1193.65770414635,5014.84375096855,242
Afghanistan,AFG,2020-07-12,2152.38504721607,1012.9084910803,4274.99731225256,214.28571
Afghanistan,AFG,2020-07-13,1771.55069858607,831.324327748966,3528.84530301449,202.14286
Afghanistan,AFG,2020-07-14,1234.27176654401,577.382851342932,2465.40618823157,193.71429
Afghanistan,AFG,2020-07-15,1288.68085899726,600.193405768103,2582.77860887474,200
Afghanistan,AFG,2020-07-16,1471.76806702631,682.607764081611,2960.27010244418,166
Afghanistan,AFG,2020-07-17,1245.36198077008,575.09820691398,2512.67966393138,147.85714
Afghanistan,AFG,2020-07-18,966.723252949218,444.42231202637,1956.57943515464,131.85714
Afghanistan,AFG,2020-07-19,870.881713603577,398.679028661076,1766.95541072808,144.57143
Afghanistan,AFG,2020-07-20,1027.50323418506,467.879633026336,2090.37869422277,128.28571
Afghanistan,AFG,2020-07-21,1141.44684598875,518.013659278374,2328.92728156527,125
Afghanistan,AFG,2020-07-22,953.800968788385,431.198501379557,1951.2187484652,104.71429
Afghanistan,AFG,2020-07-23,875.404059091961,394.727399738209,1796.62152875953,122.57143
Afghanistan,AFG,2020-07-24,803.421284758087,361.406882660751,1653.50366811022,108.42857
Afghanistan,AFG,2020-07-25,690.241045882417,310.400335625905,1426.38850464113,106.71429
Afghanistan,AFG,2020-07-26,781.8175890814,350.56287811981,1622.31031843386,99.14286
Afghanistan,AFG,2020-07-27,712.573600583573,319.193328329189,1483.36159749038,108.57143
Afghanistan,AFG,2020-07-28,675.288229874249,301.82138297573,1409.53047377837,107.57143
Afghanistan,AFG,2020-07-29,662.766072602658,295.730443140937,1389.2497391562,106.57143
Afghanistan,AFG,2020-07-30,492.752695988659,219.13176636111,1036.34205600584,87.71429
Afghanistan,AFG,2020-07-31,542.162558719564,239.513868897493,1145.04502463807,98.14286
Afghanistan,AFG,2020-08-01,593.803965830079,261.081048840218,1262.18041563422,96.28571
Afghanistan,AFG,2020-08-02,486.73609677066,212.686988395906,1042.51545961785,79.14286
Afghanistan,AFG,2020-08-03,393.53445188793,170.610358209003,848.205865492947,69.14286
Afghanistan,AFG,2020-08-04,334.115054471798,143.421553635056,728.790134650625,59.28571
Afghanistan,AFG,2020-08-05,316.328755715518,134.279264363575,699.318786590155,51
Afghanistan,AFG,2020-08-06,376.708013001201,157.933045457431,846.057712230046,56.57143
Afghanistan,AFG,2020-08-07,351.472251055026,145.5603297946,804.040586061771,48.71429
Afghanistan,AFG,2020-08-08,272.591328072533,111.473078418118,638.867018229953,49.42857
Afghanistan,AFG,2020-08-09,308.958124975842,124.58415456729,739.326648956781,54.57143
Afghanistan,AFG,2020-08-10,310.574966357852,123.307996209556,761.543552481759,59.42857
Afghanistan,AFG,2020-08-11,278.677330927546,108.750357989939,700.330555714647,69.57143
Afghanistan,AFG,2020-08-12,,,,73.71429
Afghanistan,AFG,2020-08-13,,,,70.57143
Afghanistan,AFG,2020-08-14,,,,70.14286
Afghanistan,AFG,2020-08-15,,,,70.85714
Afghanistan,AFG,2020-08-16,,,,72.42857
Afghanistan,AFG,2020-08-17,,,,73.42857
Afghanistan,AFG,2020-08-18,,,,64.28571
Afghanistan,AFG,2020-08-19,,,,59.14286
Afghanistan,AFG,2020-08-20,,,,61.42857
Afghanistan,AFG,2020-08-21,,,,55.42857
Afghanistan,AFG,2020-08-22,,,,57.42857
Afghanistan,AFG,2020-08-23,,,,57.14286
Afghanistan,AFG,2020-08-24,,,,54
Afghanistan,AFG,2020-08-25,,,,50.14286
Afghanistan,AFG,2020-08-26,,,,50.42857
Afghanistan,AFG,2020-08-27,,,,38.14286
Afghanistan,AFG,2020-08-28,,,,35
Afghanistan,AFG,2020-08-29,,,,27
Afghanistan,AFG,2020-08-30,,,,23.57143
Afghanistan,AFG,2020-08-31,,,,16.28571
Afghanistan,AFG,2020-09-01,,,,18.85714
Afghanistan,AFG,2020-09-02,,,,20
Afghanistan,AFG,2020-09-03,,,,24.14286
Afghanistan,AFG,2020-09-04,,,,24.85714
Afghanistan,AFG,2020-09-05,,,,27.28571
Afghanistan,AFG,2020-09-06,,,,34.71429
Afghanistan,AFG,2020-09-07,,,,47.85714
Afghanistan,AFG,2020-09-08,,,,46.71429
Afghanistan,AFG,2020-09-09,,,,43
Afghanistan,AFG,2020-09-10,,,,40.57143
Afghanistan,AFG,2020-09-11,,,,43.14286
Afghanistan,AFG,2020-09-12,,,,45.28571
Afghanistan,AFG,2020-09-13,,,,45.42857
Afghanistan,AFG,2020-09-14,,,,39.71429
Afghanistan,AFG,2020-09-15,,,,42.14286
Afghanistan,AFG,2020-09-16,,,,44.42857
Afghanistan,AFG,2020-09-17,,,,42.85714
Afghanistan,AFG,2020-09-18,,,,41.57143
Afghanistan,AFG,2020-09-19,,,,39.71429
Afghanistan,AFG,2020-09-20,,,,46.85714
Afghanistan,AFG,2020-09-21,,,,43.14286
Afghanistan,AFG,2020-09-22,,,,40.14286
Afghanistan,AFG,2020-09-23,,,,41.42857
Afghanistan,AFG,2020-09-24,,,,42.57143
Afghanistan,AFG,2020-09-25,,,,41.28571
Afghanistan,AFG,2020-09-26,,,,39
Afghanistan,AFG,2020-09-27,,,,26.14286
Afghanistan,AFG,2020-09-28,,,,23.57143
Afghanistan,AFG,2020-09-29,,,,22.57143
Afghanistan,AFG,2020-09-30,,,,17.57143
Afghanistan,AFG,2020-10-01,,,,16.42857
Afghanistan,AFG,2020-10-02,,,,14.85714
Afghanistan,AFG,2020-10-03,,,,15
Afghanistan,AFG,2020-10-04,,,,16.28571
Afghanistan,AFG,2020-10-05,,,,26.14286
Afghanistan,AFG,2020-10-06,,,,33.14286
Afghanistan,AFG,2020-10-07,,,,40
Afghanistan,AFG,2020-10-08,,,,47.28571
Afghanistan,AFG,2020-10-09,,,,57.57143
Afghanistan,AFG,2020-10-10,,,,58
Afghanistan,AFG,2020-10-11,,,,65.42857
Afghanistan,AFG,2020-10-12,,,,64
Afghanistan,AFG,2020-10-13,,,,63.14286
Afghanistan,AFG,2020-10-14,,,,63.71429
Afghanistan,AFG,2020-10-15,,,,58.57143
Afghanistan,AFG,2020-10-16,,,,56.42857
Afghanistan,AFG,2020-10-17,,,,62.57143
Afghanistan,AFG,2020-10-18,,,,57.28571
Afghanistan,AFG,2020-10-19,,,,59.57143
Afghanistan,AFG,2020-10-20,,,,63
Afghanistan,AFG,2020-10-21,,,,73.71429
Afghanistan,AFG,2020-10-22,,,,85.71429
Afghanistan,AFG,2020-10-23,,,,85.57143
Afghanistan,AFG,2020-10-24,,,,89.57143
Afghanistan,AFG,2020-10-25,,,,90.42857
Afghanistan,AFG,2020-10-26,,,,92.85714
Afghanistan,AFG,2020-10-27,,,,94.71429
Afghanistan,AFG,2020-10-28,,,,90.71429
Afghanistan,AFG,2020-10-29,,,,91.71429
Afghanistan,AFG,2020-10-30,,,,92.42857
Afghanistan,AFG,2020-10-31,,,,93.85714
Afghanistan,AFG,2020-11-01,,,,95.42857
Afghanistan,AFG,2020-11-02,,,,99.42857
Afghanistan,AFG,2020-11-03,,,,99.42857
Afghanistan,AFG,2020-11-04,,,,95.57143
Afghanistan,AFG,2020-11-05,,,,95.28571
Afghanistan,AFG,2020-11-06,,,,91.57143
Afghanistan,AFG,2020-11-07,,,,86.85714
Afghanistan,AFG,2020-11-08,,,,94
Afghanistan,AFG,2020-11-09,,,,94.85714
Afghanistan,AFG,2020-11-10,,,,105
Afghanistan,AFG,2020-11-11,,,,113.57143
Afghanistan,AFG,2020-11-12,,,,122.85714
Afghanistan,AFG,2020-11-13,,,,142
Afghanistan,AFG,2020-11-14,,,,143.14286
Afghanistan,AFG,2020-11-15,,,,154.42857
Afghanistan,AFG,2020-11-16,,,,167.28571
Afghanistan,AFG,2020-11-17,,,,174
Afghanistan,AFG,2020-11-18,,,,187.85714
Afghanistan,AFG,2020-11-19,,,,197.42857
Afghanistan,AFG,2020-11-20,,,,199.14286
Afghanistan,AFG,2020-11-21,,,,209.71429
Afghanistan,AFG,2020-11-22,,,,209.42857
Afghanistan,AFG,2020-11-23,,,,217.14286
Afghanistan,AFG,2020-11-24,,,,213.28571
Afghanistan,AFG,2020-11-25,,,,208.57143
Afghanistan,AFG,2020-11-26,,,,203.28571
Afghanistan,AFG,2020-11-27,,,,194.28571
Afghanistan,AFG,2020-11-28,,,,191.57143
Afghanistan,AFG,2020-11-29,,,,201.42857
Afghanistan,AFG,2020-11-30,,,,183.71429
Afghanistan,AFG,2020-12-01,,,,191.71429
Afghanistan,AFG,2020-12-02,,,,190.57143
Afghanistan,AFG,2020-12-03,,,,176.71429
Afghanistan,AFG,2020-12-04,,,,159.14286
Afghanistan,AFG,2020-12-05,,,,175.42857
Afghanistan,AFG,2020-12-06,,,,170
Afghanistan,AFG,2020-12-07,,,,177.42857
Afghanistan,AFG,2020-12-08,,,,171.42857
Afghanistan,AFG,2020-12-09,,,,161.85714
Afghanistan,AFG,2020-12-10,,,,173.71429
Afghanistan,AFG,2020-12-11,,,,182.71429
Afghanistan,AFG,2020-12-12,,,,165.28571
Afghanistan,AFG,2020-12-13,,,,174.42857
Afghanistan,AFG,2020-12-14,,,,171.71429
Afghanistan,AFG,2020-12-15,,,,176.57143
Afghanistan,AFG,2020-12-16,,,,187.14286
Afghanistan,AFG,2020-12-17,,,,189.28571
Afghanistan,AFG,2020-12-18,,,,215
Afghanistan,AFG,2020-12-19,,,,207.42857
Afghanistan,AFG,2020-12-20,,,,184.28571
Afghanistan,AFG,2020-12-21,,,,185
Afghanistan,AFG,2020-12-22,,,,176.85714
Afghanistan,AFG,2020-12-23,,,,181.71429
Afghanistan,AFG,2020-12-24,,,,182.42857
Afghanistan,AFG,2020-12-25,,,,169.85714
Afghanistan,AFG,2020-12-26,,,,172.14286
Afghanistan,AFG,2020-12-27,,,,174.57143
Afghanistan,AFG,2020-12-28,,,,181
Afghanistan,AFG,2020-12-29,,,,165.71429
Afghanistan,AFG,2020-12-30,,,,138.85714
Afghanistan,AFG,2020-12-31,,,,124.42857
Afghanistan,AFG,2021-01-01,,,,102.28571
Afghanistan,AFG,2021-01-02,,,,91.42857
Afghanistan,AFG,2021-01-03,,,,69.57143
Afghanistan,AFG,2021-01-04,,,,247.28571
Afghanistan,AFG,2021-01-05,,,,250.71429
Afghanistan,AFG,2021-01-06,,,,242.85714
Afghanistan,AFG,2021-01-07,,,,240.14286
Afghanistan,AFG,2021-01-08,,,,258
Afghanistan,AFG,2021-01-09,,,,267.71429
Afghanistan,AFG,2021-01-10,,,,280.42857
Afghanistan,AFG,2021-01-11,,,,75.28571
Afghanistan,AFG,2021-01-12,,,,68.42857
Afghanistan,AFG,2021-01-13,,,,68.42857
Afghanistan,AFG,2021-01-14,,,,81.14286
Afghanistan,AFG,2021-01-15,,,,71.28571
Afghanistan,AFG,2021-01-16,,,,76.85714
Afghanistan,AFG,2021-01-17,,,,70.71429
Afghanistan,AFG,2021-01-18,,,,74.85714
Afghanistan,AFG,2021-01-19,,,,79.57143
Afghanistan,AFG,2021-01-20,,,,99.14286
Afghanistan,AFG,2021-01-21,,,,89.71429
Afghanistan,AFG,2021-01-22,,,,93.14286
Afghanistan,AFG,2021-01-23,,,,88.71429
Afghanistan,AFG,2021-01-24,,,,87.28571
Afghanistan,AFG,2021-01-25,,,,87.14286
Afghanistan,AFG,2021-01-26,,,,87
Afghanistan,AFG,2021-01-27,,,,82.28571
Afghanistan,AFG,2021-01-28,,,,69.71429
Afghanistan,AFG,2021-01-29,,,,65.14286
Afghanistan,AFG,2021-01-30,,,,64.14286
Afghanistan,AFG,2021-01-31,,,,61.14286
Afghanistan,AFG,2021-02-01,,,,55.28571
Afghanistan,AFG,2021-02-02,,,,53
Afghanistan,AFG,2021-02-03,,,,45.71429
Afghanistan,AFG,2021-02-04,,,,48.57143
Afghanistan,AFG,2021-02-05,,,,46.57143
Afghanistan,AFG,2021-02-06,,,,46
Afghanistan,AFG,2021-02-07,,,,44.57143
Afghanistan,AFG,2021-02-08,,,,42.85714
Afghanistan,AFG,2021-02-09,,,,37.57143
Afghanistan,AFG,2021-02-10,,,,32.57143
Afghanistan,AFG,2021-02-11,,,,27
Afghanistan,AFG,2021-02-12,,,,25.71429
Afghanistan,AFG,2021-02-13,,,,20.42857
Afghanistan,AFG,2021-02-14,,,,22.42857
Afghanistan,AFG,2021-02-15,,,,22.14286
Afghanistan,AFG,2021-02-16,,,,19.14286
Afghanistan,AFG,2021-02-17,,,,19.71429
Afghanistan,AFG,2021-02-18,,,,19.57143
Afghanistan,AFG,2021-02-19,,,,18.57143
Afghanistan,AFG,2021-02-20,,,,15.28571
Afghanistan,AFG,2021-02-21,,,,16
Afghanistan,AFG,2021-02-22,,,,14.71429
Afghanistan,AFG,2021-02-23,,,,18.28571
Afghanistan,AFG,2021-02-24,,,,17.71429
Afghanistan,AFG,2021-02-25,,,,17.57143
Afghanistan,AFG,2021-02-26,,,,17.28571
Afghanistan,AFG,2021-02-27,,,,18.14286
Afghanistan,AFG,2021-02-28,,,,15.71429
Afghanistan,AFG,2021-03-01,,,,16.57143
Africa,,2020-02-15,,,,0.33333
Africa,,2020-02-16,,,,0.25
Africa,,2020-02-17,,,,0.2
Africa,,2020-02-18,,,,0.16667
Africa,,2020-02-19,,,,0.14286
Africa,,2020-02-20,,,,0.14286
Africa,,2020-02-21,,,,0
Africa,,2020-02-22,,,,0
Africa,,2020-02-23,,,,0
Africa,,2020-02-24,,,,0
Africa,,2020-02-25,,,,0.14286
Africa,,2020-02-26,,,,0.14286
Africa,,2020-02-27,,,,0.14286
Africa,,2020-02-28,,,,0.28571
Africa,,2020-02-29,,,,0.28571
Africa,,2020-03-01,,,,0.42857
Africa,,2020-03-02,,,,1
Africa,,2020-03-03,,,,1.28571
Africa,,2020-03-04,,,,2.71429
Africa,,2020-03-05,,,,3.14286
Africa,,2020-03-06,,,,5.71429
Africa,,2020-03-07,,,,5.71429
Africa,,2020-03-08,,,,11.28571
Africa,,2020-03-09,,,,11.85714
Africa,,2020-03-10,,,,13.28571
Africa,,2020-03-11,,,,13.85714
Africa,,2020-03-12,,,,15.71429
Africa,,2020-03-13,,,,19
Africa,,2020-03-14,,,,30.14286
Africa,,2020-03-15,,,,32.85714
Africa,,2020-03-16,,,,44.14286
Africa,,2020-03-17,,,,54.28571
Africa,,2020-03-18,,,,68.85714
Africa,,2020-03-19,,,,92.28571
Africa,,2020-03-20,,,,113.14286
Africa,,2020-03-21,,,,131.14286
Africa,,2020-03-22,,,,160.57143
Africa,,2020-03-23,,,,202.57143
Africa,,2020-03-24,,,,252.28571
Africa,,2020-03-25,,,,310.42857
Africa,,2020-03-26,,,,363.71429
Africa,,2020-03-27,,,,416.71429
Africa,,2020-03-28,,,,436.14286
Africa,,2020-03-29,,,,478.28571
Africa,,2020-03-30,,,,482.57143
Africa,,2020-03-31,,,,504.42857
Africa,,2020-04-01,,,,515.28571
Africa,,2020-04-02,,,,529.28571
Africa,,2020-04-03,,,,575.42857
Africa,,2020-04-04,,,,623.85714
Africa,,2020-04-05,,,,644.71429
Africa,,2020-04-06,,,,686.14286
Africa,,2020-04-07,,,,693
Africa,,2020-04-08,,,,722.28571
Africa,,2020-04-09,,,,745.28571
Africa,,2020-04-10,,,,714
Africa,,2020-04-11,,,,719.28571
Africa,,2020-04-12,,,,741.85714
Africa,,2020-04-13,,,,752.28571
Africa,,2020-04-14,,,,800.42857
Africa,,2020-04-15,,,,822.28571
Africa,,2020-04-16,,,,873.14286
Africa,,2020-04-17,,,,979.28571
Africa,,2020-04-18,,,,1063.57143
Africa,,2020-04-19,,,,1112.85714
Africa,,2020-04-20,,,,1167.71429
Africa,,2020-04-21,,,,1182
Africa,,2020-04-22,,,,1245.57143
Africa,,2020-04-23,,,,1284.14286
Africa,,2020-04-24,,,,1328.85714
Africa,,2020-04-25,,,,1318.14286
Africa,,2020-04-26,,,,1364.57143
Africa,,2020-04-27,,,,1389.71429
Africa,,2020-04-28,,,,1469.28571
Africa,,2020-04-29,,,,1556.57143
Africa,,2020-04-30,,,,1629.14286
Africa,,2020-05-01,,,,1630.14286
Africa,,2020-05-02,,,,1772.57143
Africa,,2020-05-03,,,,1781.14286
Africa,,2020-05-04,,,,1970.28571
Africa,,2020-05-05,,,,2029
Africa,,2020-05-06,,,,2105.14286
Africa,,2020-05-07,,,,2182.85714
Africa,,2020-05-08,,,,2454
Africa,,2020-05-09,,,,2542.85714
